killi_prot	gene_id	ensembl_gene_id	Human_Gene_Symbol
KAF7230719.1	G4P62_004319	ENSG00000103994	ZNF106
KAF7230720.1	G4P62_004320	ENSG00000115216	NRBP1
KAF7230721.1	G4P62_004321	ENSG00000204178	MACO1
KAF7230722.1	G4P62_004322	ENSG00000112077	RHAG
KAF7230724.1	G4P62_004324	ENSG00000198570	RD3
KAF7230725.1	G4P62_004325	ENSG00000170385	SLC30A1
KAF7230726.1	G4P62_004326	ENSG00000117650	NEK2
KAF7230727.1	G4P62_004327	ENSG00000123684	LPGAT1
KAF7230728.1	G4P62_004328	ENSG00000143493	INTS7
KAF7230729.1	G4P62_004329	ENSG00000060688	SNRNP40
KAF7230730.1	G4P62_004330	ENSG00000066027	PPP2R5A
KAF7230731.1	G4P62_004330	ENSG00000066027	PPP2R5A
KAF7230732.1	G4P62_004330	ENSG00000066027	PPP2R5A
KAF7230733.1	G4P62_004331	ENSG00000164691	TAGAP
KAF7230734.1	G4P62_004332	ENSG00000092820	EZR
KAF7230735.1	G4P62_004332	ENSG00000092820	EZR
KAF7230736.1	G4P62_004333	ENSG00000164674	SYTL3
KAF7230737.1	G4P62_004334	ENSG00000197594	ENPP1
KAF7230738.1	G4P62_004335	ENSG00000171303	KCNK3
KAF7230739.1	G4P62_004336	ENSG00000213699	SLC35F6
KAF7230740.1	G4P62_004337	ENSG00000136630	HLX
KAF7230741.1	G4P62_004337	ENSG00000136630	HLX
KAF7230742.1	G4P62_004338	ENSG00000143507	DUSP10
KAF7230743.1	G4P62_004339	ENSG00000143498	TAF1A
KAF7230744.1	G4P62_004339	ENSG00000143498	TAF1A
KAF7230745.1	G4P62_004340	ENSG00000154305	MIA3
KAF7230746.1	G4P62_004340	ENSG00000154305	MIA3
KAF7230747.1	G4P62_004340	ENSG00000154305	MIA3
KAF7230748.1	G4P62_004340	ENSG00000154305	MIA3
KAF7230749.1	G4P62_004341	ENSG00000186063	AIDA
KAF7230750.1	G4P62_004341	ENSG00000186063	AIDA
KAF7230751.1	G4P62_004342	ENSG00000112130	RNF8
KAF7230752.1	G4P62_004342	ENSG00000112130	RNF8
KAF7230753.1	G4P62_004342	ENSG00000112130	RNF8
KAF7230754.1	G4P62_004342	ENSG00000112130	RNF8
KAF7230755.1	G4P62_004343	ENSG00000146221	TCTE1
KAF7230756.1	G4P62_004344	ENSG00000178233	TMEM151B
KAF7230757.1	G4P62_004345	ENSG00000146232	NFKBIE
KAF7230758.1	G4P62_004346	ENSG00000157593	SLC35B2
KAF7230759.1	G4P62_004347	ENSG00000128789	PSMG2
KAF7230760.1	G4P62_004348	ENSG00000096384	HSP90AB1
KAF7230761.1	G4P62_004349	ENSG00000119707	RBM25
KAF7230762.1	G4P62_004350	ENSG00000134001	EIF2S1
KAF7230763.1	G4P62_004351	ENSG00000100554	ATP6V1D
KAF7230764.1	G4P62_004352	ENSG00000072415	MPP5
KAF7230765.1	G4P62_004353	ENSG00000171723	GPHN
KAF7230766.1	G4P62_004353	ENSG00000171723	GPHN
KAF7230767.1	G4P62_004353	ENSG00000171723	GPHN
KAF7230768.1	G4P62_004353	ENSG00000171723	GPHN
KAF7230769.1	G4P62_004353	ENSG00000171723	GPHN
KAF7230770.1	G4P62_004353	ENSG00000171723	GPHN
KAF7230771.1	G4P62_004353	ENSG00000171723	GPHN
KAF7230772.1	G4P62_004353	ENSG00000171723	GPHN
KAF7230773.1	G4P62_004353	ENSG00000171723	GPHN
KAF7230774.1	G4P62_004354	ENSG00000033170	FUT8
KAF7230775.1	G4P62_004354	ENSG00000033170	FUT8
KAF7230776.1	G4P62_004354	ENSG00000033170	FUT8
KAF7230777.1	G4P62_004355	ENSG00000184986	TMEM121
KAF7230778.1	G4P62_004355	ENSG00000184986	TMEM121
KAF7230779.1	G4P62_004355	ENSG00000184986	TMEM121
KAF7230780.1	G4P62_004356	ENSG00000140090	SLC24A4
KAF7230781.1	G4P62_004356	ENSG00000140090	SLC24A4
KAF7230782.1	G4P62_004356	ENSG00000140090	SLC24A4
KAF7230783.1	G4P62_004357	ENSG00000165934	CPSF2
KAF7230784.1	G4P62_004358	ENSG00000170468	RIOX1
KAF7230785.1	G4P62_004358	ENSG00000170468	RIOX1
KAF7230786.1	G4P62_004359	ENSG00000012232	EXTL3
KAF7230787.1	G4P62_004359	ENSG00000012232	EXTL3
KAF7230788.1	G4P62_004360	ENSG00000143469	SYT14
KAF7230789.1	G4P62_004360	ENSG00000143469	SYT14
KAF7230790.1	G4P62_004361	ENSG00000116981	NT5C1A
KAF7230791.1	G4P62_004362	ENSG00000183092	BEGAIN
KAF7230792.1	G4P62_004362	ENSG00000183092	BEGAIN
KAF7230793.1	G4P62_004362	ENSG00000183092	BEGAIN
KAF7230794.1	G4P62_004363	ENSG00000240857	RDH14
KAF7230795.1	G4P62_004364	ENSG00000134352	IL6ST
KAF7230796.1	G4P62_004364	ENSG00000134352	IL6ST
KAF7230797.1	G4P62_004365	ENSG00000111880	RNGTT
KAF7230798.1	G4P62_004366	ENSG00000118432	CNR1
KAF7230799.1	G4P62_004366	ENSG00000118432	CNR1
KAF7230801.1	G4P62_004368	ENSG00000135334	AKIRIN2
KAF7230802.1	G4P62_004369	ENSG00000146282	RARS2
KAF7230803.1	G4P62_004369	ENSG00000146282	RARS2
KAF7230804.1	G4P62_004370	ENSG00000164414	SLC35A1
KAF7230805.1	G4P62_004371	ENSG00000122194	PLG
KAF7230806.1	G4P62_004371	ENSG00000122194	PLG
KAF7230807.1	G4P62_004372	ENSG00000170162	VGLL2
KAF7230808.1	G4P62_004372	ENSG00000170162	VGLL2
KAF7230809.1	G4P62_004373	ENSG00000218819	TDRD15
KAF7230810.1	G4P62_004374	ENSG00000130396	AFDN
KAF7230811.1	G4P62_004374	ENSG00000130396	AFDN
KAF7230812.1	G4P62_004374	ENSG00000130396	AFDN
KAF7230813.1	G4P62_004374	ENSG00000130396	AFDN
KAF7230814.1	G4P62_004374	ENSG00000130396	AFDN
KAF7230815.1	G4P62_004374	ENSG00000130396	AFDN
KAF7230816.1	G4P62_004374	ENSG00000130396	AFDN
KAF7230817.1	G4P62_004374	ENSG00000130396	AFDN
KAF7230818.1	G4P62_004374	ENSG00000130396	AFDN
KAF7230819.1	G4P62_004374	ENSG00000130396	AFDN
KAF7230820.1	G4P62_004374	ENSG00000130396	AFDN
KAF7230821.1	G4P62_004374	ENSG00000130396	AFDN
KAF7230822.1	G4P62_004374	ENSG00000130396	AFDN
KAF7230823.1	G4P62_004375	ENSG00000112494	UNC93A
KAF7230824.1	G4P62_004376	ENSG00000084676	NCOA1
KAF7230825.1	G4P62_004376	ENSG00000084676	NCOA1
KAF7230826.1	G4P62_004377	ENSG00000184924	PTRHD1
KAF7230827.1	G4P62_004378	ENSG00000111879	FAM184A
KAF7230828.1	G4P62_004378	ENSG00000111879	FAM184A
KAF7230829.1	G4P62_004378	ENSG00000111879	FAM184A
KAF7230830.1	G4P62_004379	ENSG00000111885	MAN1A1
KAF7230831.1	G4P62_004380	ENSG00000146350	TBC1D32
KAF7230832.1	G4P62_004380	ENSG00000146350	TBC1D32
KAF7230833.1	G4P62_004381	ENSG00000103160	HSDL1
KAF7230834.1	G4P62_004382	ENSG00000121634	GJA8
KAF7230835.1	G4P62_004383	ENSG00000121743	GJA3
KAF7230836.1	G4P62_004384	ENSG00000121743	GJA3
KAF7230837.1	G4P62_004385	ENSG00000119280	C1orf198
KAF7230838.1	G4P62_004386	ENSG00000105472	CLEC11A
KAF7230839.1	G4P62_004387	ENSG00000173409	ARV1
KAF7230840.1	G4P62_004388	ENSG00000182118	FAM89A
KAF7230841.1	G4P62_004389	ENSG00000010072	SPRTN
KAF7230842.1	G4P62_004390	ENSG00000116903	EXOC8
KAF7230843.1	G4P62_004391	ENSG00000100505	TRIM9
KAF7230844.1	G4P62_004391	ENSG00000100505	TRIM9
KAF7230845.1	G4P62_004392	ENSG00000143633	C1orf131
KAF7230846.1	G4P62_004393	ENSG00000116906	GNPAT
KAF7230847.1	G4P62_004394	ENSG00000182197	EXT1
KAF7230852.1	G4P62_004398	ENSG00000177570	SAMD12
KAF7230853.1	G4P62_004399	ENSG00000168079	SCARA5
KAF7230854.1	G4P62_004400	ENSG00000168078	PBK
KAF7230855.1	G4P62_004401	ENSG00000171320	ESCO2
KAF7230856.1	G4P62_004401	ENSG00000171320	ESCO2
KAF7230857.1	G4P62_004401	ENSG00000171320	ESCO2
KAF7230858.1	G4P62_004402	ENSG00000147419	CCDC25
KAF7230859.1	G4P62_004403	ENSG00000119777	TMEM214
KAF7230860.1	G4P62_004404	ENSG00000084764	MAPRE3
KAF7230861.1	G4P62_004404	ENSG00000084764	MAPRE3
KAF7230862.1	G4P62_004405	ENSG00000157851	DPYSL5
KAF7230863.1	G4P62_004406	ENSG00000119772	DNMT3A
KAF7230864.1	G4P62_004406	ENSG00000119772	DNMT3A
KAF7230865.1	G4P62_004406	ENSG00000119772	DNMT3A
KAF7230866.1	G4P62_004406	ENSG00000119772	DNMT3A
KAF7230867.1	G4P62_004407	ENSG00000138101	DTNB
KAF7230868.1	G4P62_004408	ENSG00000187554	TLR5
KAF7230869.1	G4P62_004409	ENSG00000084731	KIF3C
KAF7230870.1	G4P62_004410	ENSG00000145649	GZMA
KAF7230871.1	G4P62_004410	ENSG00000145649	GZMA
KAF7230872.1	G4P62_004411	ENSG00000084733	RAB10
KAF7230873.1	G4P62_004412	ENSG00000131023	LATS1
KAF7230874.1	G4P62_004413	ENSG00000120253	NUP43
KAF7230875.1	G4P62_004414	ENSG00000120265	PCMT1
KAF7230876.1	G4P62_004414	ENSG00000120265	PCMT1
KAF7230877.1	G4P62_004415	ENSG00000120256	LRP11
KAF7230878.1	G4P62_004415	ENSG00000120256	LRP11
KAF7230879.1	G4P62_004416	ENSG00000197442	MAP3K5
KAF7230880.1	G4P62_004416	ENSG00000197442	MAP3K5
KAF7230881.1	G4P62_004417	ENSG00000008196	TFAP2B
KAF7230882.1	G4P62_004417	ENSG00000008196	TFAP2B
KAF7230883.1	G4P62_004418	ENSG00000008197	TFAP2D
KAF7230884.1	G4P62_004418	ENSG00000008197	TFAP2D
KAF7230885.1	G4P62_004419	ENSG00000138029	HADHB
KAF7230886.1	G4P62_004420	ENSG00000157833	GAREM2
KAF7230887.1	G4P62_004421	ENSG00000054654	SYNE2
KAF7230888.1	G4P62_004422	ENSG00000140009	ESR2
KAF7230889.1	G4P62_004422	ENSG00000140009	ESR2
KAF7230890.1	G4P62_004422	ENSG00000140009	ESR2
KAF7230891.1	G4P62_004423	ENSG00000184916	JAG2
KAF7230892.1	G4P62_004423	ENSG00000184916	JAG2
KAF7230893.1	G4P62_004424	ENSG00000183828	NUDT14
KAF7230894.1	G4P62_004425	ENSG00000137812	KNL1
KAF7230895.1	G4P62_004425	ENSG00000137812	KNL1
KAF7230896.1	G4P62_004425	ENSG00000137812	KNL1
KAF7230897.1	G4P62_004425	ENSG00000137812	KNL1
KAF7230898.1	G4P62_004426	ENSG00000128944	KNSTRN
KAF7230899.1	G4P62_004426	ENSG00000128944	KNSTRN
KAF7230900.1	G4P62_004426	ENSG00000128944	KNSTRN
KAF7230901.1	G4P62_004426	ENSG00000128944	KNSTRN
KAF7230902.1	G4P62_004426	ENSG00000128944	KNSTRN
KAF7230903.1	G4P62_004426	ENSG00000128944	KNSTRN
KAF7230904.1	G4P62_004426	ENSG00000128944	KNSTRN
KAF7230905.1	G4P62_004426	ENSG00000128944	KNSTRN
KAF7230906.1	G4P62_004427	ENSG00000182885	ADGRG3
KAF7230907.1	G4P62_004428	ENSG00000122033	MTIF3
KAF7230908.1	G4P62_004429	ENSG00000112406	HECA
KAF7230909.1	G4P62_004430	ENSG00000146386	ABRACL
KAF7230910.1	G4P62_004431	ENSG00000135597	REPS1
KAF7230911.1	G4P62_004431	ENSG00000135597	REPS1
KAF7230912.1	G4P62_004431	ENSG00000135597	REPS1
KAF7230913.1	G4P62_004432	ENSG00000120885	CLU
KAF7230914.1	G4P62_004433	ENSG00000140057	AK7
KAF7230915.1	G4P62_004434	ENSG00000159251	ACTC1
KAF7230916.1	G4P62_004434	ENSG00000159251	ACTC1
KAF7230917.1	G4P62_004435	ENSG00000198826	ARHGAP11A
KAF7230918.1	G4P62_004436	ENSG00000281931	SCG5
KAF7230919.1	G4P62_004436	ENSG00000281931	SCG5
KAF7230920.1	G4P62_004437	ENSG00000282046	GREM1
KAF7230921.1	G4P62_004438	ENSG00000248905	FMN1
KAF7230922.1	G4P62_004439	ENSG00000198838	RYR3
KAF7230923.1	G4P62_004440	ENSG00000198838	RYR3
KAF7230924.1	G4P62_004441	ENSG00000169857	AVEN
KAF7230925.1	G4P62_004441	ENSG00000169857	AVEN
KAF7230926.1	G4P62_004442	ENSG00000184984	CHRM5
KAF7230927.1	G4P62_004442	ENSG00000184984	CHRM5
KAF7230928.1	G4P62_004443	ENSG00000134153	EMC7
KAF7230929.1	G4P62_004444	ENSG00000134152	KATNBL1
KAF7230930.1	G4P62_004445	ENSG00000137801	THBS1
KAF7230931.1	G4P62_004446	ENSG00000166073	GPR176
KAF7230932.1	G4P62_004446	ENSG00000166073	GPR176
KAF7230933.1	G4P62_004447	ENSG00000119673	ACOT2
KAF7230934.1	G4P62_004448	ENSG00000125952	MAX
KAF7230935.1	G4P62_004449	ENSG00000257365	FNTB
KAF7230936.1	G4P62_004450	ENSG00000197555	SIPA1L1
KAF7230937.1	G4P62_004450	ENSG00000197555	SIPA1L1
KAF7230938.1	G4P62_004450	ENSG00000197555	SIPA1L1
KAF7230939.1	G4P62_004451	ENSG00000182732	RGS6
KAF7230940.1	G4P62_004452	ENSG00000196569	LAMA2
KAF7230941.1	G4P62_004452	ENSG00000196569	LAMA2
KAF7230942.1	G4P62_004452	ENSG00000196569	LAMA2
KAF7230943.1	G4P62_004452	ENSG00000196569	LAMA2
KAF7230944.1	G4P62_004452	ENSG00000196569	LAMA2
KAF7230945.1	G4P62_004452	ENSG00000196569	LAMA2
KAF7230946.1	G4P62_004453	ENSG00000101438	SLC32A1
KAF7230947.1	G4P62_004453	ENSG00000101438	SLC32A1
KAF7230948.1	G4P62_004454	ENSG00000273993	PTPRK
KAF7230949.1	G4P62_004454	ENSG00000273993	PTPRK
KAF7230950.1	G4P62_004454	ENSG00000273993	PTPRK
KAF7230951.1	G4P62_004454	ENSG00000273993	PTPRK
KAF7230952.1	G4P62_004454	ENSG00000273993	PTPRK
KAF7230953.1	G4P62_004454	ENSG00000273993	PTPRK
KAF7230954.1	G4P62_004454	ENSG00000273993	PTPRK
KAF7230955.1	G4P62_004454	ENSG00000273993	PTPRK
KAF7230956.1	G4P62_004454	ENSG00000273993	PTPRK
KAF7230957.1	G4P62_004454	ENSG00000273993	PTPRK
KAF7230958.1	G4P62_004454	ENSG00000273993	PTPRK
KAF7230959.1	G4P62_004454	ENSG00000273993	PTPRK
KAF7230960.1	G4P62_004454	ENSG00000273993	PTPRK
KAF7230961.1	G4P62_004454	ENSG00000273993	PTPRK
KAF7230962.1	G4P62_004454	ENSG00000273993	PTPRK
KAF7230963.1	G4P62_004454	ENSG00000273993	PTPRK
KAF7230964.1	G4P62_004454	ENSG00000273993	PTPRK
KAF7230965.1	G4P62_004454	ENSG00000273993	PTPRK
KAF7230966.1	G4P62_004455	ENSG00000198010	DLGAP2
KAF7230967.1	G4P62_004455	ENSG00000198010	DLGAP2
KAF7230968.1	G4P62_004455	ENSG00000198010	DLGAP2
KAF7230969.1	G4P62_004456	ENSG00000128487	SPECC1
KAF7230970.1	G4P62_004457	ENSG00000111678	C12orf57
KAF7230971.1	G4P62_004458	ENSG00000112167	SAYSD1
KAF7230972.1	G4P62_004459	ENSG00000162813	BPNT1
KAF7230973.1	G4P62_004459	ENSG00000162813	BPNT1
KAF7230974.1	G4P62_004460	ENSG00000163803	PLB1
KAF7230975.1	G4P62_004461	ENSG00000119801	YPEL5
KAF7230976.1	G4P62_004462	ENSG00000112499	SLC22A2
KAF7230977.1	G4P62_004463	ENSG00000112499	SLC22A2
KAF7230978.1	G4P62_004464	ENSG00000197081	IGF2R
KAF7230979.1	G4P62_004465	ENSG00000112818	MEP1A
KAF7230980.1	G4P62_004466	ENSG00000120440	TTLL2
KAF7230981.1	G4P62_004467	ENSG00000182782	HCAR2
KAF7230982.1	G4P62_004468	ENSG00000182782	HCAR2
KAF7230983.1	G4P62_004469	ENSG00000285250	MSRA
KAF7230984.1	G4P62_004469	ENSG00000285250	MSRA
KAF7230985.1	G4P62_004469	ENSG00000285250	MSRA
KAF7230986.1	G4P62_004470	ENSG00000138002	IFT172
KAF7230987.1	G4P62_004471	ENSG00000084774	CAD
KAF7230988.1	G4P62_004472	ENSG00000101152	DNAJC5
KAF7230989.1	G4P62_004473	ENSG00000138100	TRIM54
KAF7230990.1	G4P62_004474	ENSG00000163794	UCN
KAF7230991.1	G4P62_004475	ENSG00000115204	MPV17
KAF7230992.1	G4P62_004476	ENSG00000198276	UCKL1
KAF7230993.1	G4P62_004476	ENSG00000198276	UCKL1
KAF7230994.1	G4P62_004477	ENSG00000158014	SLC30A2
KAF7230995.1	G4P62_004478	ENSG00000115207	GTF3C2
KAF7230996.1	G4P62_004479	ENSG00000243943	ZNF512
KAF7230997.1	G4P62_004479	ENSG00000243943	ZNF512
KAF7230998.1	G4P62_004479	ENSG00000243943	ZNF512
KAF7231000.1	G4P62_004481	ENSG00000146352	CLVS2
KAF7231001.1	G4P62_004482	ENSG00000172594	SMPDL3A
KAF7231002.1	G4P62_004483	ENSG00000164434	FABP7
KAF7231003.1	G4P62_004484	ENSG00000182809	CRIP2
KAF7231004.1	G4P62_004484	ENSG00000182809	CRIP2
KAF7231005.1	G4P62_004485	ENSG00000146278	PNRC1
KAF7231009.1	G4P62_004488	ENSG00000183826	BTBD9
KAF7231010.1	G4P62_004488	ENSG00000183826	BTBD9
KAF7231011.1	G4P62_004489	ENSG00000156639	ZFAND3
KAF7231012.1	G4P62_004490	ENSG00000158089	GALNT14
KAF7231013.1	G4P62_004491	ENSG00000174606	ANGEL2
KAF7231014.1	G4P62_004491	ENSG00000174606	ANGEL2
KAF7231015.1	G4P62_004491	ENSG00000174606	ANGEL2
KAF7231016.1	G4P62_004492	ENSG00000143494	VASH2
KAF7231017.1	G4P62_004493	ENSG00000134716	CYP2J2
KAF7231018.1	G4P62_004493	ENSG00000134716	CYP2J2
KAF7231019.1	G4P62_004494	ENSG00000138115	CYP2C8
KAF7231020.1	G4P62_004495	ENSG00000073067	CYP2W1
KAF7231021.1	G4P62_004496	ENSG00000162769	FLVCR1
KAF7231022.1	G4P62_004497	ENSG00000117697	NSL1
KAF7231023.1	G4P62_004497	ENSG00000117697	NSL1
KAF7231024.1	G4P62_004498	ENSG00000123685	BATF3
KAF7231025.1	G4P62_004499	ENSG00000162772	ATF3
KAF7231026.1	G4P62_004500	ENSG00000034693	PEX3
KAF7231027.1	G4P62_004501	ENSG00000189007	ADAT2
KAF7231028.1	G4P62_004502	ENSG00000146416	AIG1
KAF7231029.1	G4P62_004503	ENSG00000010818	HIVEP2
KAF7231030.1	G4P62_004503	ENSG00000010818	HIVEP2
KAF7231031.1	G4P62_004503	ENSG00000010818	HIVEP2
KAF7231032.1	G4P62_004504	ENSG00000100591	AHSA1
KAF7231033.1	G4P62_004504	ENSG00000100591	AHSA1
KAF7231034.1	G4P62_004504	ENSG00000100591	AHSA1
KAF7231035.1	G4P62_004504	ENSG00000100591	AHSA1
KAF7231036.1	G4P62_004505	ENSG00000151445	VIPAS39
KAF7231037.1	G4P62_004506	ENSG00000183484	GPR132
KAF7231038.1	G4P62_004507	ENSG00000198752	CDC42BPB
KAF7231039.1	G4P62_004507	ENSG00000198752	CDC42BPB
KAF7231040.1	G4P62_004507	ENSG00000198752	CDC42BPB
KAF7231041.1	G4P62_004507	ENSG00000198752	CDC42BPB
KAF7231042.1	G4P62_004507	ENSG00000198752	CDC42BPB
KAF7231043.1	G4P62_004507	ENSG00000198752	CDC42BPB
KAF7231044.1	G4P62_004507	ENSG00000198752	CDC42BPB
KAF7231045.1	G4P62_004507	ENSG00000198752	CDC42BPB
KAF7231046.1	G4P62_004508	ENSG00000112619	PRPH2
KAF7231047.1	G4P62_004509	ENSG00000166165	CKB
KAF7231048.1	G4P62_004510	ENSG00000075413	MARK3
KAF7231049.1	G4P62_004510	ENSG00000075413	MARK3
KAF7231050.1	G4P62_004511	ENSG00000185215	TNFAIP2
KAF7231051.1	G4P62_004511	ENSG00000185215	TNFAIP2
KAF7231052.1	G4P62_004512	ENSG00000213626	LBH
KAF7231053.1	G4P62_004512	ENSG00000213626	LBH
KAF7231054.1	G4P62_004513	ENSG00000203485	INF2
KAF7231055.1	G4P62_004514	ENSG00000203485	INF2
KAF7231056.1	G4P62_004516	ENSG00000166145	SPINT1
KAF7231057.1	G4P62_004517	ENSG00000156970	BUB1B
KAF7231058.1	G4P62_004517	ENSG00000156970	BUB1B
KAF7231059.1	G4P62_004517	ENSG00000156970	BUB1B
KAF7231060.1	G4P62_004517	ENSG00000156970	BUB1B
KAF7231061.1	G4P62_004518	ENSG00000130669	PAK4
KAF7231062.1	G4P62_004518	ENSG00000130669	PAK4
KAF7231063.1	G4P62_004518	ENSG00000130669	PAK4
KAF7231064.1	G4P62_004518	ENSG00000130669	PAK4
KAF7231065.1	G4P62_004518	ENSG00000130669	PAK4
KAF7231067.1	G4P62_004521	ENSG00000100714	MTHFD1
KAF7231068.1	G4P62_004521	ENSG00000100714	MTHFD1
KAF7231069.1	G4P62_004521	ENSG00000100714	MTHFD1
KAF7231070.1	G4P62_004521	ENSG00000100714	MTHFD1
KAF7231071.1	G4P62_004521	ENSG00000100714	MTHFD1
KAF7231072.1	G4P62_004521	ENSG00000100714	MTHFD1
KAF7231073.1	G4P62_004521	ENSG00000100714	MTHFD1
KAF7231074.1	G4P62_004522	ENSG00000167984	NLRC3
KAF7231075.1	G4P62_004522	ENSG00000167984	NLRC3
KAF7231076.1	G4P62_004523	ENSG00000273645	KBTBD11
KAF7231077.1	G4P62_004523	ENSG00000273645	KBTBD11
KAF7231078.1	G4P62_004523	ENSG00000273645	KBTBD11
KAF7231079.1	G4P62_004524	ENSG00000112486	CCR6
KAF7231080.1	G4P62_004525	ENSG00000213066	CEP43
KAF7231081.1	G4P62_004525	ENSG00000213066	CEP43
KAF7231082.1	G4P62_004525	ENSG00000213066	CEP43
KAF7231083.1	G4P62_004525	ENSG00000213066	CEP43
KAF7231084.1	G4P62_004525	ENSG00000213066	CEP43
KAF7231085.1	G4P62_004525	ENSG00000213066	CEP43
KAF7231086.1	G4P62_004526	ENSG00000151360	ALLC
KAF7231087.1	G4P62_004527	ENSG00000151693	ASAP2
KAF7231088.1	G4P62_004527	ENSG00000151693	ASAP2
KAF7231089.1	G4P62_004527	ENSG00000151693	ASAP2
KAF7231090.1	G4P62_004528	ENSG00000119203	CPSF3
KAF7231091.1	G4P62_004529	ENSG00000151694	ADAM17
KAF7231092.1	G4P62_004529	ENSG00000151694	ADAM17
KAF7231093.1	G4P62_004530	ENSG00000115750	TAF1B
KAF7231094.1	G4P62_004530	ENSG00000115750	TAF1B
KAF7231095.1	G4P62_004531	ENSG00000172059	KLF11
KAF7231096.1	G4P62_004532	ENSG00000171848	RRM2
KAF7231097.1	G4P62_004532	ENSG00000171848	RRM2
KAF7231098.1	G4P62_004533	ENSG00000116977	LGALS8
KAF7231099.1	G4P62_004533	ENSG00000171848	RRM2
KAF7231100.1	G4P62_004534	ENSG00000175048	ZDHHC14
KAF7231101.1	G4P62_004535	ENSG00000215712	TMEM242
KAF7231102.1	G4P62_004535	ENSG00000215712	TMEM242
KAF7231103.1	G4P62_004536	ENSG00000049618	ARID1B
KAF7231104.1	G4P62_004536	ENSG00000049618	ARID1B
KAF7231105.1	G4P62_004537	ENSG00000171217	CLDN20
KAF7231106.1	G4P62_004538	ENSG00000146426	TIAM2
KAF7231107.1	G4P62_004539	ENSG00000169016	E2F6
KAF7231108.1	G4P62_004540	ENSG00000112414	ADGRG6
KAF7231109.1	G4P62_004540	ENSG00000112414	ADGRG6
KAF7231110.1	G4P62_004540	ENSG00000112414	ADGRG6
KAF7231111.1	G4P62_004540	ENSG00000112414	ADGRG6
KAF7231112.1	G4P62_004540	ENSG00000112414	ADGRG6
KAF7231113.1	G4P62_004541	ENSG00000009844	VTA1
KAF7231114.1	G4P62_004542	ENSG00000203733	GJE1
KAF7231115.1	G4P62_004542	ENSG00000203733	GJE1
KAF7231116.1	G4P62_004543	ENSG00000135577	NMBR
KAF7231117.1	G4P62_004544	ENSG00000169016	E2F6
KAF7231118.1	G4P62_004545	ENSG00000185024	BRF1
KAF7231119.1	G4P62_004546	ENSG00000184887	BTBD6
KAF7231120.1	G4P62_004546	ENSG00000184887	BTBD6
KAF7231121.1	G4P62_004547	ENSG00000284588	ZP2
KAF7231122.1	G4P62_004547	ENSG00000284588	ZP2
KAF7231123.1	G4P62_004547	ENSG00000284588	ZP2
KAF7231124.1	G4P62_004547	ENSG00000284588	ZP2
KAF7231125.1	G4P62_004547	ENSG00000284588	ZP2
KAF7231126.1	G4P62_004547	ENSG00000284588	ZP2
KAF7231127.1	G4P62_004547	ENSG00000284588	ZP2
KAF7231128.1	G4P62_004547	ENSG00000284588	ZP2
KAF7231129.1	G4P62_004547	ENSG00000284588	ZP2
KAF7231130.1	G4P62_004548	ENSG00000126215	XRCC3
KAF7231131.1	G4P62_004548	ENSG00000126215	XRCC3
KAF7231132.1	G4P62_004549	ENSG00000278767	SERPINA10
KAF7231133.1	G4P62_004549	ENSG00000278767	SERPINA10
KAF7231134.1	G4P62_004549	ENSG00000278767	SERPINA10
KAF7231135.1	G4P62_004549	ENSG00000278767	SERPINA10
KAF7231136.1	G4P62_004549	ENSG00000278767	SERPINA10
KAF7231137.1	G4P62_004550	ENSG00000278326	PPP4R4
KAF7231138.1	G4P62_004551	ENSG00000278693	ASB2
KAF7231139.1	G4P62_004551	ENSG00000278693	ASB2
KAF7231140.1	G4P62_004552	ENSG00000278693	ASB2
KAF7231141.1	G4P62_004552	ENSG00000278693	ASB2
KAF7231142.1	G4P62_004552	ENSG00000278693	ASB2
KAF7231143.1	G4P62_004552	ENSG00000278693	ASB2
KAF7231146.1	G4P62_004554	ENSG00000278787	UBR7
KAF7231147.1	G4P62_004555	ENSG00000112697	TMEM30A
KAF7231148.1	G4P62_004555	ENSG00000112697	TMEM30A
KAF7231149.1	G4P62_004556	ENSG00000275947	TMEM251
KAF7231150.1	G4P62_004557	ENSG00000118407	FILIP1
KAF7231151.1	G4P62_004559	ENSG00000128917	DLL4
KAF7231152.1	G4P62_004560	ENSG00000128965	CHAC1
KAF7231153.1	G4P62_004561	ENSG00000128908	INO80
KAF7231154.1	G4P62_004561	ENSG00000128908	INO80
KAF7231155.1	G4P62_004562	ENSG00000104142	VPS18
KAF7231156.1	G4P62_004563	ENSG00000104140	RHOV
KAF7231157.1	G4P62_004564	ENSG00000100564	PIGH
KAF7231158.1	G4P62_004565	ENSG00000165861	ZFYVE1
KAF7231159.1	G4P62_004565	ENSG00000165861	ZFYVE1
KAF7231160.1	G4P62_004566	ENSG00000119599	DCAF4
KAF7231161.1	G4P62_004566	ENSG00000119599	DCAF4
KAF7231162.1	G4P62_004567	ENSG00000205683	DPF3
KAF7231163.1	G4P62_004568	ENSG00000184530	C6orf58
KAF7231164.1	G4P62_004569	ENSG00000079950	STX7
KAF7231165.1	G4P62_004569	ENSG00000079950	STX7
KAF7231166.1	G4P62_004570	ENSG00000118523	CCN2
KAF7231167.1	G4P62_004571	ENSG00000276781	CHGA
KAF7231168.1	G4P62_004572	ENSG00000071537	SEL1L
KAF7231169.1	G4P62_004572	ENSG00000071537	SEL1L
